default,loan_amnt,int_rate,grade,purpose,loan_percent_income,person_age,annual_inc,home_ownership,emp_length,prior_default,credit_history
0,6000,11.83,B,EDUCATION,0.24,21,24996,RENT,3.0,0,3
1,9000,16.95,E,MEDICAL,0.04,28,191250,MORTGAGE,11.0,0,6
0,5000,9.62,B,VENTURE,0.12,30,43000,RENT,0.0,0,9
1,1750,7.49,A,VENTURE,0.17,25,10008,RENT,4.0,0,3
1,8000,9.91,B,EDUCATION,0.27,26,30000,RENT,0.0,0,2
0,2800,6.99,A,VENTURE,0.07,24,40800,RENT,0.0,0,4
0,5000,7.74,A,PERSONAL,0.12,21,41000,OWN,5.0,0,3
0,25000,9.33,B,VENTURE,0.25,25,100000,RENT,1.0,0,4
0,3800,5.42,A,PERSONAL,0.06,23,60000,MORTGAGE,7.0,0,3
0,10800,12.42,B,MEDICAL,0.13,32,86000,MORTGAGE,4.0,0,7
1,17500,6.54,A,VENTURE,0.33,23,53352,RENT,3.0,0,2
0,25000,13.85,C,HOMEIMPROVEMENT,0.33,27,75000,OWN,3.0,0,10
0,30000,10.99,E,HOMEIMPROVEMENT,0.18,27,166000,MORTGAGE,11.0,0,9
0,2400,7.9,A,MEDICAL,0.08,25,30720,RENT,4.0,0,3
0,1800,16.49,D,EDUCATION,0.05,38,35000,OWN,5.0,1,12
0,4500,11.83,B,PERSONAL,0.08,23,56000,MORTGAGE,7.0,0,4
0,13200,6.62,A,PERSONAL,0.22,24,60000,RENT,1.0,0,4
0,9000,8.94,A,PERSONAL,0.19,26,48000,RENT,7.0,0,3
0,5000,7.51,A,EDUCATION,0.09,26,54080,OWN,10.0,0,3
0,4250,5.42,A,DEBTCONSOLIDATION,0.06,33,72000,MORTGAGE,6.0,0,5
0,3000,13.49,C,PERSONAL,0.1,32,30000,RENT,4.0,1,6
0,10000,11.26,B,PERSONAL,0.17,23,60000,MORTGAGE,0.0,0,3
1,9000,15.05,D,MEDICAL,0.11,24,70550,RENT,8.0,1,2
0,6000,11.99,B,MEDICAL,0.1,22,60000,RENT,6.0,0,3
0,13750,8.88,B,HOMEIMPROVEMENT,0.34,40,40000,OWN,12.0,0,16
0,2500,6.76,A,PERSONAL,0.09,24,29200,MORTGAGE,6.0,0,2
1,10000,16.82,E,DEBTCONSOLIDATION,0.18,64,56000,RENT,0.0,1,18
0,12000,11.11,B,PERSONAL,0.17,52,69996,OWN,3.0,0,22
0,8000,7.14,A,HOMEIMPROVEMENT,0.21,24,38000,MORTGAGE,4.0,0,3
0,2000,6.17,A,MEDICAL,0.1,26,19200,RENT,3.0,0,4
0,1300,10.46,B,MEDICAL,0.03,27,47000,RENT,11.0,0,8
1,9000,14.11,D,VENTURE,0.2,22,44004,MORTGAGE,3.0,1,3
1,3500,10.75,B,MEDICAL,0.06,23,52102,MORTGAGE,1.0,0,3
0,6000,6.76,A,PERSONAL,0.12,32,50000,MORTGAGE,3.0,0,6
0,20000,10.99,B,DEBTCONSOLIDATION,0.13,27,150000,MORTGAGE,7.0,0,9
0,20000,10.99,A,PERSONAL,0.13,42,153936,OWN,26.0,0,15
0,5200,10.95,B,MEDICAL,0.06,25,81000,MORTGAGE,2.0,0,2
0,18000,10.99,A,VENTURE,0.14,32,132000,MORTGAGE,2.0,0,5
1,22000,17.74,E,MEDICAL,0.37,50,58800,MORTGAGE,12.0,1,13
0,6800,10.62,B,EDUCATION,0.15,29,45000,OWN,0.0,0,5
0,7500,10.99,C,EDUCATION,0.15,22,51000,RENT,6.0,0,4
0,11000,8.49,A,MEDICAL,0.15,25,75000,OWN,6.0,0,3
1,7200,9.45,B,HOMEIMPROVEMENT,0.18,22,39000,RENT,0.0,0,3
1,2500,15.7,D,PERSONAL,0.07,24,38000,MORTGAGE,0.0,0,2
0,6000,8.49,A,EDUCATION,0.2,23,30000,RENT,0.0,0,3
0,20000,10.37,B,PERSONAL,0.04,51,500000,MORTGAGE,1.0,0,19
0,15000,14.35,C,EDUCATION,0.27,26,56000,MORTGAGE,10.0,0,2
1,35000,16.77,E,DEBTCONSOLIDATION,0.16,27,213000,MORTGAGE,11.0,1,5
0,30000,18.62,F,VENTURE,0.3,24,100000,MORTGAGE,8.0,1,2
0,5000,14.96,D,MEDICAL,0.16,29,30796,RENT,13.0,1,8
0,6500,10.99,B,VENTURE,0.11,24,57600,MORTGAGE,9.0,0,2
1,25000,16.32,E,EDUCATION,0.34,24,73000,MORTGAGE,9.0,0,2
0,10000,9.99,B,MEDICAL,0.11,34,95000,RENT,7.0,0,6
1,10000,8.49,A,DEBTCONSOLIDATION,0.4,32,25000,RENT,1.0,0,10
0,4000,11.36,B,MEDICAL,0.19,26,21000,RENT,0.0,0,2
1,9000,11.78,C,DEBTCONSOLIDATION,0.12,25,78000,MORTGAGE,7.0,1,3
0,13500,10.99,A,EDUCATION,0.14,22,100000,MORTGAGE,4.0,0,4
0,24000,15.62,D,VENTURE,0.22,24,110000,RENT,7.0,0,4
1,15000,9.88,B,EDUCATION,0.38,33,40000,RENT,15.0,0,9
0,3500,11.48,B,EDUCATION,0.1,22,35000,MORTGAGE,6.0,0,4
0,6000,10.65,B,MEDICAL,0.12,22,50000,RENT,4.0,0,2
0,10000,14.26,C,DEBTCONSOLIDATION,0.15,25,68000,RENT,1.0,0,4
0,9600,10.36,B,VENTURE,0.21,29,45600,MORTGAGE,7.0,0,5
1,4000,7.66,A,DEBTCONSOLIDATION,0.11,23,37200,MORTGAGE,7.0,0,2
0,3000,8.88,B,DEBTCONSOLIDATION,0.03,23,91200,MORTGAGE,7.0,0,2
1,11200,5.79,A,MEDICAL,0.36,24,30852,RENT,4.0,0,4
0,5000,7.29,A,VENTURE,0.12,26,42000,RENT,6.0,0,2
0,11000,10.65,B,MEDICAL,0.37,35,30000,MORTGAGE,11.0,0,10
0,9600,7.9,A,PERSONAL,0.13,32,73000,MORTGAGE,7.0,0,7
1,6000,7.9,A,MEDICAL,0.38,23,16000,OWN,7.0,0,2
0,3000,11.36,B,VENTURE,0.03,33,108000,RENT,11.0,0,5
0,8000,12.21,B,VENTURE,0.23,27,35000,RENT,1.0,0,8
0,16000,11.89,B,VENTURE,0.24,29,68000,OTHER,0.0,0,7
0,3000,11.48,B,DEBTCONSOLIDATION,0.08,27,38500,RENT,1.0,0,8
0,6000,10.99,B,MEDICAL,0.13,38,48000,RENT,7.0,0,17
0,2500,8.88,B,PERSONAL,0.05,32,52000,RENT,0.0,0,10
0,2500,11.99,B,MEDICAL,0.03,28,75000,RENT,12.0,0,9
0,15000,10.99,B,EDUCATION,0.15,23,100000,OTHER,1.0,0,2
1,18225,10.74,B,VENTURE,0.36,23,50000,RENT,4.0,0,3
0,5500,9.99,B,PERSONAL,0.08,30,73000,RENT,15.0,0,5
1,19000,10.99,C,DEBTCONSOLIDATION,0.35,25,54000,RENT,8.0,1,2
1,16000,11.99,B,DEBTCONSOLIDATION,0.2,23,81000,MORTGAGE,0.0,0,3
1,10000,15.96,C,VENTURE,0.3,25,33000,RENT,0.0,1,3
0,6000,11.99,B,MEDICAL,0.2,22,30000,MORTGAGE,2.0,0,3
0,15000,7.88,A,PERSONAL,0.19,36,78000,MORTGAGE,7.0,0,16
0,22000,7.88,A,DEBTCONSOLIDATION,0.22,23,99996,RENT,3.0,0,4
1,3600,13.98,C,VENTURE,0.07,28,49000,RENT,2.0,1,9
0,6000,9.99,B,EDUCATION,0.13,27,46800,MORTGAGE,5.0,0,6
0,8500,10.65,B,PERSONAL,0.14,34,60353,RENT,13.0,0,8
0,6000,10.99,A,DEBTCONSOLIDATION,0.1,23,60000,RENT,1.0,0,2
1,2400,16.49,D,VENTURE,0.08,21,30000,RENT,1.0,1,2
0,5000,8.9,A,VENTURE,0.15,29,33000,RENT,6.0,0,8
0,4800,8.59,A,MEDICAL,0.08,27,57996,MORTGAGE,1.0,0,9
0,14000,8.49,A,EDUCATION,0.22,24,65000,MORTGAGE,0.0,0,3
0,10000,5.42,A,EDUCATION,0.08,28,120000,MORTGAGE,12.0,0,6
0,3000,11.49,B,DEBTCONSOLIDATION,0.12,21,24996,RENT,0.0,0,3
1,8000,7.9,A,MEDICAL,0.24,30,34000,RENT,1.0,0,5
0,6000,8.94,A,DEBTCONSOLIDATION,0.21,23,28800,RENT,0.0,0,3
0,6250,10.62,B,DEBTCONSOLIDATION,0.15,36,41000,MORTGAGE,6.0,0,17
0,15000,11.49,B,MEDICAL,0.17,22,90000,RENT,5.0,0,4
0,23600,13.49,C,DEBTCONSOLIDATION,0.23,25,102000,RENT,9.0,0,4
0,3000,8.0,A,VENTURE,0.04,26,80000,MORTGAGE,5.0,0,4
0,12000,10.99,A,PERSONAL,0.11,21,110400,OWN,0.0,0,3
0,5600,13.8,C,EDUCATION,0.14,23,40000,RENT,7.0,0,3
1,14000,10.99,D,HOMEIMPROVEMENT,0.2,32,69000,RENT,2.0,1,6
0,3000,7.88,A,MEDICAL,0.05,24,57000,RENT,1.0,0,3
0,15000,14.27,C,EDUCATION,0.28,25,53000,RENT,5.0,1,2
0,8700,7.05,A,VENTURE,0.16,24,54000,MORTGAGE,2.0,0,4
0,4500,8.94,A,DEBTCONSOLIDATION,0.18,22,24500,RENT,3.0,0,2
1,15250,17.93,E,MEDICAL,0.49,23,31200,RENT,0.0,0,2
0,14400,14.46,D,VENTURE,0.11,26,130000,RENT,3.0,1,2
0,12000,6.92,A,MEDICAL,0.13,34,91200,RENT,5.0,0,7
0,7200,14.35,C,PERSONAL,0.07,33,108000,MORTGAGE,17.0,1,6
0,15000,6.17,A,MEDICAL,0.3,24,49812,RENT,4.0,0,3
0,4000,7.9,A,VENTURE,0.07,27,57886,MORTGAGE,7.0,0,9
0,7800,7.51,A,MEDICAL,0.16,31,48000,MORTGAGE,0.0,0,10
0,12000,9.91,B,VENTURE,0.15,24,80000,RENT,5.0,0,2
0,5000,16.32,E,EDUCATION,0.03,30,144000,RENT,12.0,1,7
0,4800,12.99,C,EDUCATION,0.12,22,41504,RENT,6.0,0,4
1,9000,7.66,A,HOMEIMPROVEMENT,0.12,23,74400,MORTGAGE,3.0,0,2
0,3300,11.71,B,EDUCATION,0.04,35,75000,RENT,1.0,0,9
0,1800,7.51,A,DEBTCONSOLIDATION,0.03,41,58000,MORTGAGE,12.0,0,12
0,10000,10.59,B,MEDICAL,0.29,23,34560,MORTGAGE,1.0,0,2
1,3200,10.99,A,HOMEIMPROVEMENT,0.18,23,18000,RENT,0.0,0,4
0,11000,9.32,A,DEBTCONSOLIDATION,0.1,49,105000,MORTGAGE,1.0,0,13
0,18000,12.68,C,EDUCATION,0.05,34,334000,OWN,18.0,1,10
0,7000,14.46,D,EDUCATION,0.17,21,40000,RENT,3.0,0,3
1,3000,7.66,A,DEBTCONSOLIDATION,0.07,23,44000,RENT,4.0,0,4
0,25000,12.73,C,PERSONAL,0.23,27,110004,MORTGAGE,5.0,1,6
0,13500,10.0,B,HOMEIMPROVEMENT,0.14,25,94500,MORTGAGE,5.0,0,2
0,6600,13.24,D,PERSONAL,0.2,36,32400,MORTGAGE,20.0,1,11
0,11000,12.21,B,MEDICAL,0.15,34,72960,MORTGAGE,1.0,0,8
1,5000,11.86,B,PERSONAL,0.07,27,72000,MORTGAGE,11.0,0,10
1,8000,10.99,C,VENTURE,0.09,24,87220,MORTGAGE,7.0,1,3
0,8000,7.29,A,EDUCATION,0.23,22,35000,RENT,5.0,0,2
1,3000,15.27,C,EDUCATION,0.17,24,18000,RENT,5.0,0,2
0,3000,8.94,A,PERSONAL,0.15,24,20000,OWN,2.0,0,3
0,6000,9.32,A,PERSONAL,0.09,26,69780,RENT,3.0,0,3
0,5000,10.99,C,HOMEIMPROVEMENT,0.05,32,100000,RENT,3.0,0,6
0,4000,6.99,A,VENTURE,0.07,23,59004,OWN,3.0,0,3
0,10000,9.88,B,MEDICAL,0.29,27,35000,RENT,3.0,0,8
0,6000,5.42,A,PERSONAL,0.25,30,24000,RENT,4.0,0,8
1,4000,13.35,C,MEDICAL,0.07,31,56400,MORTGAGE,4.0,0,5
0,10000,6.99,A,PERSONAL,0.05,28,200000,MORTGAGE,7.0,0,7
0,9000,10.99,B,DEBTCONSOLIDATION,0.2,26,44000,RENT,4.0,0,2
0,11125,10.59,B,DEBTCONSOLIDATION,0.06,29,193086,MORTGAGE,3.0,0,6
0,35000,11.99,B,DEBTCONSOLIDATION,0.37,24,95000,MORTGAGE,3.0,0,2
0,15000,9.99,B,EDUCATION,0.23,28,65000,MORTGAGE,12.0,0,10
0,2500,15.31,D,EDUCATION,0.01,41,444000,MORTGAGE,4.0,0,11
0,2000,11.12,B,VENTURE,0.03,23,60000,OWN,1.0,0,4
0,10000,9.99,B,PERSONAL,0.1,31,96000,OWN,3.0,0,6
1,24000,7.66,A,EDUCATION,0.33,29,72000,RENT,4.0,0,6
0,22000,11.58,B,MEDICAL,0.26,31,85000,RENT,6.0,0,5
0,7000,13.98,C,EDUCATION,0.04,30,160000,MORTGAGE,4.0,0,5
1,3200,16.0,E,VENTURE,0.16,23,20000,RENT,0.0,0,2
0,8000,8.94,A,VENTURE,0.07,30,114400,MORTGAGE,14.0,0,7
0,4400,16.89,D,PERSONAL,0.07,24,65000,OWN,6.0,0,2
1,12000,6.17,A,VENTURE,0.45,32,26400,RENT,12.0,0,9
0,12000,13.48,C,PERSONAL,0.19,25,64500,OWN,4.0,1,4
0,2000,16.49,D,MEDICAL,0.06,26,36108,RENT,7.0,0,3
0,3000,11.49,B,MEDICAL,0.06,39,47004,RENT,12.0,0,13
0,7000,9.32,A,VENTURE,0.14,22,49000,MORTGAGE,4.0,0,2
1,7500,16.32,E,DEBTCONSOLIDATION,0.15,27,49200,MORTGAGE,2.0,0,7
0,4500,5.42,A,PERSONAL,0.05,29,99000,MORTGAGE,13.0,0,9
1,3600,8.32,A,DEBTCONSOLIDATION,0.3,21,12120,RENT,0.0,0,2
0,12000,11.58,B,VENTURE,0.17,24,70000,RENT,1.0,0,3
0,9000,8.94,A,MEDICAL,0.2,25,44000,RENT,0.0,0,3
0,6000,8.49,A,PERSONAL,0.06,22,100000,MORTGAGE,7.0,0,2
1,6000,11.28,C,VENTURE,0.1,25,57500,RENT,4.0,0,2
0,9000,12.69,B,DEBTCONSOLIDATION,0.18,25,50000,RENT,5.0,0,3
0,12000,10.25,B,EDUCATION,0.19,40,63996,MORTGAGE,8.0,0,12
0,17000,11.26,B,VENTURE,0.23,23,74196,MORTGAGE,5.0,0,4
0,10000,10.36,B,DEBTCONSOLIDATION,0.14,22,70000,MORTGAGE,3.0,0,2
0,7000,9.99,B,EDUCATION,0.09,38,81000,OWN,4.0,0,11
0,20000,14.26,C,HOMEIMPROVEMENT,0.25,25,80004,RENT,9.0,1,4
0,8000,11.48,B,VENTURE,0.13,33,62000,RENT,4.0,0,7
0,9000,8.59,A,MEDICAL,0.12,24,75000,MORTGAGE,6.0,0,4
1,4000,12.99,C,HOMEIMPROVEMENT,0.11,21,36000,RENT,5.0,0,4
0,10000,10.99,A,MEDICAL,0.09,32,106000,MORTGAGE,3.0,0,7
1,3000,13.67,D,MEDICAL,0.08,21,39327,RENT,5.0,0,2
1,6000,7.51,A,HOMEIMPROVEMENT,0.08,31,78996,RENT,5.0,0,8
1,3000,7.49,A,PERSONAL,0.35,29,8472,RENT,2.0,0,7
0,10000,7.9,A,VENTURE,0.19,26,54000,RENT,6.0,0,3
0,3800,5.99,A,DEBTCONSOLIDATION,0.18,21,21600,MORTGAGE,2.0,0,2
1,20000,17.51,E,DEBTCONSOLIDATION,0.27,24,74600,MORTGAGE,3.0,0,3
0,8400,6.54,A,MEDICAL,0.11,22,73500,RENT,2.0,0,4
0,6000,12.98,C,EDUCATION,0.21,22,28000,RENT,3.0,1,2
0,15000,7.49,A,DEBTCONSOLIDATION,0.25,22,60000,MORTGAGE,3.0,0,4
0,4800,11.36,B,MEDICAL,0.1,23,48756,RENT,5.0,0,4
0,10400,5.42,A,PERSONAL,0.16,28,65000,RENT,9.0,0,8
0,12000,5.79,A,PERSONAL,0.32,21,37500,MORTGAGE,5.0,0,2
0,9200,10.0,B,MEDICAL,0.15,28,62000,RENT,3.0,0,9
0,7200,6.92,A,DEBTCONSOLIDATION,0.08,23,93000,RENT,1.0,0,2
0,10000,13.85,C,PERSONAL,0.21,24,48720,RENT,4.0,0,4
0,9150,10.59,B,MEDICAL,0.3,22,30000,RENT,6.0,0,2
1,8500,10.99,B,HOMEIMPROVEMENT,0.44,31,19200,RENT,5.0,0,6
0,2500,11.71,B,HOMEIMPROVEMENT,0.04,28,68000,MORTGAGE,7.0,0,8
0,11000,5.42,A,VENTURE,0.11,24,100000,RENT,6.0,0,2
0,7200,7.49,A,MEDICAL,0.1,23,69935,MORTGAGE,2.0,0,3
0,12000,7.14,A,MEDICAL,0.24,25,49600,RENT,9.0,0,3
0,4000,7.49,A,VENTURE,0.13,29,30000,OWN,0.0,0,5
1,8000,8.49,A,MEDICAL,0.1,29,71400,MORTGAGE,1.0,0,10
0,5200,12.53,C,PERSONAL,0.1,28,50500,RENT,3.0,1,8
0,4000,6.76,A,VENTURE,0.06,25,68000,RENT,0.0,0,2
0,9000,12.21,B,PERSONAL,0.11,27,80000,OWN,2.0,0,8
0,14500,7.88,A,EDUCATION,0.38,26,38376,MORTGAGE,3.0,0,3
0,7000,13.04,C,PERSONAL,0.12,23,57960,RENT,0.0,1,4
0,16800,11.99,B,EDUCATION,0.28,22,60000,MORTGAGE,6.0,0,3
0,6000,13.23,C,PERSONAL,0.2,31,30000,RENT,5.0,0,5
0,11000,7.88,A,DEBTCONSOLIDATION,0.26,23,42000,MORTGAGE,0.0,0,2
0,10000,10.99,D,VENTURE,0.13,33,78000,MORTGAGE,17.0,0,10
0,1500,12.99,C,VENTURE,0.06,29,26000,RENT,2.0,1,6
0,10000,11.71,B,DEBTCONSOLIDATION,0.08,21,120000,RENT,2.0,0,3
0,10000,10.59,B,MEDICAL,0.1,26,100000,OWN,10.0,0,2
0,15000,14.26,C,VENTURE,0.29,23,52000,RENT,7.0,0,3
0,6000,7.14,A,EDUCATION,0.09,22,70000,MORTGAGE,6.0,0,4
0,10600,13.16,C,PERSONAL,0.25,24,42000,RENT,4.0,1,4
0,8000,12.99,C,PERSONAL,0.27,26,30000,RENT,5.0,0,2
1,12000,10.99,C,VENTURE,0.08,34,158000,MORTGAGE,2.0,0,8
0,16000,16.89,D,PERSONAL,0.21,27,75000,OWN,11.0,1,5
0,3500,12.23,C,MEDICAL,0.07,23,52692,RENT,4.0,1,4
0,6000,11.99,B,EDUCATION,0.06,22,105500,RENT,6.0,0,4
0,1200,9.62,B,EDUCATION,0.04,21,30000,RENT,2.0,0,3
0,12000,6.62,A,PERSONAL,0.1,54,125000,MORTGAGE,13.0,0,24
0,12000,13.57,C,PERSONAL,0.11,30,110000,OWN,14.0,1,10
1,2800,7.4,A,DEBTCONSOLIDATION,0.35,21,8000,RENT,1.0,0,2
0,8000,6.91,A,MEDICAL,0.05,23,150000,MORTGAGE,7.0,0,2
0,6225,11.54,C,VENTURE,0.14,23,45000,RENT,0.0,1,4
0,5000,10.99,A,VENTURE,0.17,31,30000,MORTGAGE,4.0,0,7
0,4000,5.79,A,VENTURE,0.08,26,48000,RENT,3.0,0,2
0,14000,10.99,B,DEBTCONSOLIDATION,0.23,23,62000,RENT,7.0,0,4
0,2200,10.99,C,PERSONAL,0.07,38,30000,RENT,2.0,1,15
0,20000,17.04,E,PERSONAL,0.19,23,103000,MORTGAGE,1.0,0,2
0,10000,14.18,E,EDUCATION,0.11,30,90000,RENT,4.0,1,10
1,15000,13.98,C,HOMEIMPROVEMENT,0.43,26,34988,RENT,9.0,0,2
0,2100,14.72,C,DEBTCONSOLIDATION,0.06,38,34800,RENT,1.0,0,13
1,12000,11.49,B,VENTURE,0.37,22,32500,RENT,0.0,0,3
0,2000,9.88,B,EDUCATION,0.04,25,50450,RENT,3.0,0,3
0,8000,17.49,D,PERSONAL,0.16,36,50000,RENT,4.0,1,14
1,13250,13.49,C,DEBTCONSOLIDATION,0.35,26,37500,RENT,6.0,1,3
0,6300,11.99,B,PERSONAL,0.23,30,28000,OWN,5.0,0,9
1,25000,16.32,D,DEBTCONSOLIDATION,0.1,34,263004,MORTGAGE,2.0,1,9
0,3500,12.99,C,HOMEIMPROVEMENT,0.06,40,60000,MORTGAGE,1.0,1,14
0,3600,11.58,B,VENTURE,0.11,23,33000,OWN,5.0,0,4
0,10000,10.36,B,DEBTCONSOLIDATION,0.11,24,87000,MORTGAGE,5.0,0,2
0,3500,12.99,C,PERSONAL,0.15,23,24091,MORTGAGE,5.0,1,2
0,5000,11.49,B,HOMEIMPROVEMENT,0.04,28,140000,MORTGAGE,11.0,0,9
1,4800,10.99,C,DEBTCONSOLIDATION,0.08,34,57000,RENT,7.0,1,10
0,10000,5.99,A,MEDICAL,0.06,45,180000,MORTGAGE,8.0,0,11
0,6000,10.39,B,DEBTCONSOLIDATION,0.16,24,38000,RENT,0.0,0,2
0,10000,10.99,C,EDUCATION,0.15,41,65000,RENT,3.0,0,15
0,1900,12.84,C,MEDICAL,0.06,32,34320,MORTGAGE,0.0,1,7
0,25000,11.12,B,DEBTCONSOLIDATION,0.18,34,138000,MORTGAGE,14.0,0,6
0,16000,8.94,A,MEDICAL,0.21,36,75996,RENT,6.0,0,12
0,1800,11.49,B,EDUCATION,0.05,21,34000,RENT,4.0,0,4
1,4000,11.12,B,VENTURE,0.22,28,18000,RENT,4.0,0,8
0,3000,7.14,A,MEDICAL,0.07,30,40000,RENT,5.0,0,5
0,1400,10.99,B,VENTURE,0.03,32,53408,MORTGAGE,8.0,0,10
0,3600,7.37,A,EDUCATION,0.06,22,62004,MORTGAGE,6.0,0,2
0,5000,8.94,A,VENTURE,0.18,23,27972,RENT,6.0,0,3
0,8000,5.42,A,HOMEIMPROVEMENT,0.14,24,57000,MORTGAGE,5.0,0,4
1,3200,14.42,D,VENTURE,0.1,28,33000,RENT,0.0,1,6
1,5000,13.06,C,HOMEIMPROVEMENT,0.22,24,22992,RENT,1.0,1,3
0,4500,11.99,B,VENTURE,0.07,27,65000,MORTGAGE,11.0,0,10
0,15600,10.99,C,VENTURE,0.21,24,75000,MORTGAGE,3.0,0,4
0,20000,10.99,B,PERSONAL,0.29,34,70000,RENT,1.0,0,9
0,12800,8.94,A,DEBTCONSOLIDATION,0.38,35,34000,MORTGAGE,4.0,0,7
0,7000,14.26,C,DEBTCONSOLIDATION,0.11,33,65000,RENT,3.0,0,10
1,8250,7.49,A,EDUCATION,0.33,21,25200,RENT,1.0,0,4
0,9600,14.17,C,PERSONAL,0.15,23,65000,OWN,8.0,1,4
0,6500,9.63,A,VENTURE,0.16,27,39996,RENT,4.0,0,7
0,3200,11.99,B,VENTURE,0.1,22,31200,RENT,1.0,0,2
0,1000,5.42,A,PERSONAL,0.02,26,50400,RENT,1.0,0,3
0,5000,8.49,A,VENTURE,0.05,25,109000,MORTGAGE,5.0,0,3
0,10000,11.36,B,DEBTCONSOLIDATION,0.09,27,115752,MORTGAGE,6.0,0,7
0,7000,7.49,A,MEDICAL,0.09,25,75000,RENT,4.0,0,2
1,4500,5.99,A,VENTURE,0.29,23,15600,RENT,1.0,0,3
0,13375,6.92,A,EDUCATION,0.23,22,59000,MORTGAGE,1.0,0,4
0,11000,10.99,B,VENTURE,0.21,26,51500,MORTGAGE,7.0,0,3
0,14000,10.99,B,VENTURE,0.06,27,225000,MORTGAGE,1.0,0,7
0,25000,15.95,D,DEBTCONSOLIDATION,0.3,22,83000,OWN,6.0,1,4
0,4000,12.53,B,EDUCATION,0.11,28,35004,RENT,2.0,0,5
0,1500,7.49,A,EDUCATION,0.03,25,46144,MORTGAGE,9.0,0,2
1,6625,8.63,A,DEBTCONSOLIDATION,0.5,25,13200,RENT,0.0,0,3
1,3000,12.23,C,DEBTCONSOLIDATION,0.06,22,49000,RENT,7.0,1,2
0,5600,12.61,C,MEDICAL,0.08,25,68515,RENT,2.0,0,3
0,4000,12.69,B,MEDICAL,0.12,23,34000,RENT,4.0,0,2
1,13200,16.29,D,DEBTCONSOLIDATION,0.3,30,43800,MORTGAGE,4.0,0,9
0,14400,12.69,B,MEDICAL,0.11,24,135000,RENT,6.0,0,4
0,8000,12.69,B,EDUCATION,0.23,22,35000,OWN,1.0,0,4
1,17600,13.49,C,DEBTCONSOLIDATION,0.2,32,88000,MORTGAGE,13.0,1,10
0,5600,10.99,B,VENTURE,0.06,35,91000,OWN,6.0,0,8
0,4000,10.95,B,EDUCATION,0.08,22,50000,MORTGAGE,7.0,0,4
0,6400,6.91,A,VENTURE,0.13,23,50000,RENT,3.0,0,2
0,15000,6.03,A,MEDICAL,0.04,33,400000,MORTGAGE,9.0,0,6
0,12000,13.92,C,VENTURE,0.08,28,157000,OWN,12.0,1,9
0,10000,10.59,B,EDUCATION,0.18,23,55000,RENT,0.0,0,2
0,13000,7.88,A,DEBTCONSOLIDATION,0.23,33,57000,MORTGAGE,4.0,0,5
0,7000,12.69,B,DEBTCONSOLIDATION,0.08,24,85000,MORTGAGE,2.0,0,3
0,5000,14.22,C,PERSONAL,0.11,23,45600,RENT,4.0,1,4
0,10000,11.99,B,VENTURE,0.15,32,65000,OWN,12.0,0,5
0,11000,15.28,D,VENTURE,0.27,24,41280,RENT,3.0,0,3
0,7200,10.74,B,VENTURE,0.06,26,117000,OWN,10.0,0,4
0,4800,7.51,A,VENTURE,0.11,27,44000,RENT,6.0,0,10
0,15000,10.99,A,HOMEIMPROVEMENT,0.24,29,63000,OWN,13.0,0,7
0,5650,7.66,A,PERSONAL,0.09,25,61200,MORTGAGE,1.0,0,4
0,3000,9.76,B,EDUCATION,0.07,29,45996,RENT,6.0,0,7
0,8000,5.99,A,EDUCATION,0.09,23,87000,MORTGAGE,7.0,0,4
0,1600,13.98,C,EDUCATION,0.03,23,48000,RENT,4.0,0,3
0,20000,9.62,B,VENTURE,0.32,26,63400,OWN,0.0,0,3
0,6000,12.18,B,DEBTCONSOLIDATION,0.12,25,51541,RENT,0.0,0,4
0,8000,7.49,A,PERSONAL,0.15,24,54000,MORTGAGE,5.0,0,4
0,17800,10.25,B,EDUCATION,0.29,24,61781,MORTGAGE,6.0,0,3
1,8000,13.99,D,PERSONAL,0.12,25,69000,RENT,1.0,0,2
0,9600,7.49,A,VENTURE,0.17,28,58000,MORTGAGE,8.0,0,7
1,25000,12.18,B,HOMEIMPROVEMENT,0.34,23,74000,MORTGAGE,4.0,0,2
0,28000,8.9,A,EDUCATION,0.25,26,110000,RENT,10.0,0,2
0,18000,10.0,B,MEDICAL,0.18,31,102000,RENT,11.0,0,10
0,5000,5.79,A,DEBTCONSOLIDATION,0.11,32,45000,MORTGAGE,3.0,0,5
0,1450,10.99,A,DEBTCONSOLIDATION,0.03,23,45000,MORTGAGE,0.0,0,2
0,7200,11.83,B,HOMEIMPROVEMENT,0.1,28,69996,MORTGAGE,1.0,0,10
0,6000,5.42,A,PERSONAL,0.09,24,70000,OWN,4.0,0,2
0,18750,10.38,B,DEBTCONSOLIDATION,0.27,22,70000,RENT,2.0,0,2
0,10000,10.99,B,VENTURE,0.11,31,89000,RENT,1.0,0,9
0,7000,10.99,C,EDUCATION,0.08,23,89000,RENT,7.0,0,3
0,6000,13.16,C,PERSONAL,0.09,23,70000,MORTGAGE,4.0,1,4
0,25000,16.07,D,HOMEIMPROVEMENT,0.21,27,120000,MORTGAGE,4.0,1,10
0,6400,16.89,D,VENTURE,0.13,37,51000,RENT,11.0,1,13
1,8300,9.99,B,EDUCATION,0.32,23,26000,RENT,4.0,0,4
0,14100,13.49,C,EDUCATION,0.29,32,48000,RENT,3.0,0,5
0,20000,6.91,A,PERSONAL,0.17,25,115000,MORTGAGE,4.0,0,4
